country,date,sector,MtCO2_per_day
United Kingdom,2022-06-02,Power,0.0703335
Russia,2022-06-02,Power,2.72068
Russia,2022-06-02,International Aviation,0.0080109
Russia,2022-06-02,Industry,0.824007
Russia,2022-06-02,Ground Transport,0.380805
Japan,2022-06-02,Ground Transport,0.454977
Russia,2022-06-02,Domestic Aviation,0.0395836
Japan,2022-06-02,Residential,0.741983
Japan,2022-06-02,Power,1.67474
Japan,2022-06-02,International Aviation,0.0126637
Japan,2022-06-02,Industry,0.683793
Russia,2022-06-02,Residential,0.871082
Russia,2022-06-03,International Aviation,0.00596652
Russia,2022-06-03,Industry,0.816802
Russia,2022-06-03,Ground Transport,0.615484
Japan,2022-06-03,Industry,0.739264
Japan,2022-06-03,Residential,0.594939
Japan,2022-06-03,Power,1.35877
Japan,2022-06-03,International Aviation,0.0121358
Russia,2022-06-03,Power,2.52235
Russia,2022-06-03,Domestic Aviation,0.037401
Russia,2022-06-03,Residential,0.792213
United States,2022-06-03,Power,3.01777
United Kingdom,2022-06-03,Ground Transport,0.280661
United Kingdom,2022-06-03,Industry,0.164143
United Kingdom,2022-06-03,International Aviation,0.0275984
United Kingdom,2022-06-03,Power,0.178687
United Kingdom,2022-06-03,Residential,0.353677
United States,2022-06-03,Domestic Aviation,0.389236
United States,2022-06-03,Ground Transport,4.70549
United States,2022-06-03,Industry,2.43268
United States,2022-06-03,International Aviation,0.164779
Japan,2022-06-03,Ground Transport,0.473234
United States,2022-06-03,Residential,1.67352
United Kingdom,2022-06-03,Domestic Aviation,0.00511669
Japan,2022-06-03,Domestic Aviation,0.0187937
Germany,2022-06-03,International Aviation,0.0239426
India,2022-06-03,Residential,0.357275
China,2022-06-03,Ground Transport,2.53559
China,2022-06-03,Industry,11.6446
China,2022-06-03,Power,13.4893
China,2022-06-03,Residential,2.75652
France,2022-06-03,Domestic Aviation,0.0061879
France,2022-06-03,Ground Transport,0.267731
France,2022-06-03,Industry,0.134392
France,2022-06-03,International Aviation,0.0173934
France,2022-06-03,Power,0.086335
China,2022-06-03,Domestic Aviation,0.114945
France,2022-06-03,Residential,0.371887
Germany,2022-06-03,Ground Transport,0.265926
Germany,2022-06-03,Industry,0.365074
Germany,2022-06-03,Power,0.86803
Germany,2022-06-03,Residential,0.756938
India,2022-06-03,Domestic Aviation,0.0182291
India,2022-06-03,Ground Transport,0.763247
India,2022-06-03,Industry,2.13431
India,2022-06-03,International Aviation,0.0102618
India,2022-06-03,Power,3.91075
Germany,2022-06-03,Domestic Aviation,0.00377122
China,2022-06-03,International Aviation,0.0256155
United States,2022-06-04,Residential,1.42755
United States,2022-06-04,International Aviation,0.163312
United States,2022-06-04,Industry,2.93108
United States,2022-06-04,Power,3.64599
United Kingdom,2022-06-04,Power,0.118463
India,2022-06-04,Power,4.29278
India,2022-06-04,Residential,0.309688
Japan,2022-06-04,Domestic Aviation,0.0202287
Japan,2022-06-04,Ground Transport,0.485472
Japan,2022-06-04,Industry,0.727493
Japan,2022-06-04,International Aviation,0.0121866
Japan,2022-06-04,Power,1.19287
Japan,2022-06-04,Residential,0.291511
United Kingdom,2022-06-04,International Aviation,0.0309799
Russia,2022-06-04,Ground Transport,0.682681
Russia,2022-06-04,Industry,0.882688
Russia,2022-06-04,International Aviation,0.00231373
Russia,2022-06-04,Power,2.38123
Russia,2022-06-04,Residential,0.550962
United Kingdom,2022-06-04,Domestic Aviation,0.00677039
United Kingdom,2022-06-04,Ground Transport,0.334791
United Kingdom,2022-06-04,Industry,0.0952992
United States,2022-06-04,Ground Transport,4.63593
United States,2022-06-04,Domestic Aviation,0.421451
India,2022-06-04,International Aviation,0.0114688
India,2022-06-04,Industry,2.07196
Russia,2022-06-04,Domestic Aviation,0.031762
India,2022-06-04,Domestic Aviation,0.0162589
India,2022-06-04,Ground Transport,0.825392
United Kingdom,2022-06-04,Residential,0.26238
China,2022-06-04,Domestic Aviation,0.0414344
China,2022-06-04,Ground Transport,2.25885
China,2022-06-04,Industry,12.356
China,2022-06-04,Power,11.7002
China,2022-06-04,Residential,2.00565
France,2022-06-04,Domestic Aviation,0.00565356
France,2022-06-04,Ground Transport,0.345183
China,2022-06-04,International Aviation,0.0223019
France,2022-06-04,International Aviation,0.0162606
Germany,2022-06-04,Residential,0.397486
France,2022-06-04,Industry,0.206701
Germany,2022-06-04,International Aviation,0.0256945
Germany,2022-06-04,Industry,0.278519
Germany,2022-06-04,Power,0.581102
Germany,2022-06-04,Domestic Aviation,0.00561293
France,2022-06-04,Residential,0.254997
France,2022-06-04,Power,0.105898
Germany,2022-06-04,Ground Transport,0.440125
Germany,2022-06-05,Industry,0.424571
India,2022-06-05,Power,4.33351
India,2022-06-05,International Aviation,0.0115491
India,2022-06-05,Industry,2.21373
India,2022-06-05,Ground Transport,0.815408
India,2022-06-05,Domestic Aviation,0.0189916
Germany,2022-06-05,Residential,0.256168
Germany,2022-06-05,Power,0.718646
Germany,2022-06-05,International Aviation,0.0289886
Germany,2022-06-05,Ground Transport,0.445692
China,2022-06-05,Industry,12.1972
France,2022-06-05,Residential,0.16516
France,2022-06-05,Power,0.0882041
France,2022-06-05,International Aviation,0.0201657
France,2022-06-05,Industry,0.206356
France,2022-06-05,Ground Transport,0.352537
France,2022-06-05,Domestic Aviation,0.00737286
China,2022-06-05,Residential,1.55863
China,2022-06-05,Power,11.2339
China,2022-06-05,International Aviation,0.0205548
China,2022-06-05,Ground Transport,2.28479
Germany,2022-06-05,Domestic Aviation,0.00603375
Japan,2022-06-05,Domestic Aviation,0.0251255
India,2022-06-05,Residential,0.297974
Japan,2022-06-05,Industry,0.52267
United States,2022-06-05,Residential,1.15583
United States,2022-06-05,Power,4.1993
China,2022-06-05,Domestic Aviation,0.0521598
United States,2022-06-05,Industry,2.92792
United States,2022-06-05,Ground Transport,4.77637
United States,2022-06-05,Domestic Aviation,0.436606
United Kingdom,2022-06-05,Residential,0.191961
United Kingdom,2022-06-05,Power,0.256543
United Kingdom,2022-06-05,International Aviation,0.035398
Japan,2022-06-05,Ground Transport,0.480355
United Kingdom,2022-06-05,Industry,0.204885
United Kingdom,2022-06-05,Domestic Aviation,0.00748456
Russia,2022-06-05,Residential,0.376855
Russia,2022-06-05,Power,1.90938
Russia,2022-06-05,International Aviation,0.00296217
Russia,2022-06-05,Industry,0.79366
Russia,2022-06-05,Ground Transport,0.674338
Russia,2022-06-05,Domestic Aviation,0.0432311
Japan,2022-06-05,Residential,0.133177
Japan,2022-06-05,Power,0.908786
Japan,2022-06-05,International Aviation,0.0110994
United Kingdom,2022-06-05,Ground Transport,0.342795
United States,2022-06-05,International Aviation,0.174633
China,2022-06-06,International Aviation,0.021841
China,2022-06-06,Industry,11.7079
France,2022-06-06,Power,0.0407355
China,2022-06-06,Power,12.2331
France,2022-06-06,Industry,0.119988
Japan,2022-06-06,International Aviation,0.00987269
Japan,2022-06-06,Industry,0.681874
Japan,2022-06-06,Ground Transport,0.495489
Japan,2022-06-06,Domestic Aviation,0.0229543
India,2022-06-06,Residential,0.276212
India,2022-06-06,Power,4.23032
India,2022-06-06,International Aviation,0.0120301
Japan,2022-06-06,Residential,0.177928
India,2022-06-06,Industry,2.24858
India,2022-06-06,Domestic Aviation,0.0188234
Germany,2022-06-06,Residential,0.104905
Germany,2022-06-06,Power,0.423401
Germany,2022-06-06,International Aviation,0.0318729
Germany,2022-06-06,Industry,0.232453
Germany,2022-06-06,Ground Transport,0.297151
Germany,2022-06-06,Domestic Aviation,0.00439369
France,2022-06-06,Residential,0.114124
India,2022-06-06,Ground Transport,0.81492
France,2022-06-06,International Aviation,0.0206543
Russia,2022-06-06,Domestic Aviation,0.054121
Russia,2022-06-06,Industry,0.82979
China,2022-06-06,Residential,1.43365
France,2022-06-06,Domestic Aviation,0.00565244
France,2022-06-06,Ground Transport,0.260805
United States,2022-06-06,Residential,0.954337
United States,2022-06-06,Power,4.0545
United States,2022-06-06,International Aviation,0.194834
United States,2022-06-06,Industry,2.33059
United States,2022-06-06,Ground Transport,4.12962
Russia,2022-06-06,Ground Transport,0.663486
United States,2022-06-06,Domestic Aviation,0.402865
United Kingdom,2022-06-06,Power,0.204869
United Kingdom,2022-06-06,International Aviation,0.0377375
United Kingdom,2022-06-06,Industry,0.184947
United Kingdom,2022-06-06,Ground Transport,0.32558
United Kingdom,2022-06-06,Domestic Aviation,0.00718525
Russia,2022-06-06,Residential,0.190615
Russia,2022-06-06,Power,1.77338
Russia,2022-06-06,International Aviation,0.00374824
United Kingdom,2022-06-06,Residential,0.206437
Japan,2022-06-06,Power,1.21811
China,2022-06-06,Ground Transport,2.34968
China,2022-06-06,Domestic Aviation,0.0856212
China,2022-06-07,Domestic Aviation,0.144706
India,2022-06-07,International Aviation,0.0128527
India,2022-06-07,Industry,2.22925
India,2022-06-07,Ground Transport,0.830864
India,2022-06-07,Domestic Aviation,0.0171099
Germany,2022-06-07,Residential,0.124267
Germany,2022-06-07,Power,0.705108
Germany,2022-06-07,International Aviation,0.0318717
Germany,2022-06-07,Industry,0.321542
Germany,2022-06-07,Domestic Aviation,0.00519092
France,2022-06-07,Residential,0.0888776
France,2022-06-07,Power,0.0689969
France,2022-06-07,International Aviation,0.0206503
France,2022-06-07,Industry,0.140966
France,2022-06-07,Ground Transport,0.346342
France,2022-06-07,Domestic Aviation,0.00712715
China,2022-06-07,Residential,1.32267
China,2022-06-07,Power,14.9724
China,2022-06-07,International Aviation,0.0243999
China,2022-06-07,Industry,10.3999
China,2022-06-07,Ground Transport,2.50682
India,2022-06-07,Power,3.81663
India,2022-06-07,Residential,0.258601
Germany,2022-06-07,Ground Transport,0.437264
Japan,2022-06-07,Ground Transport,0.489872
United States,2022-06-07,Residential,0.891817
Japan,2022-06-07,Domestic Aviation,0.0236811
United States,2022-06-07,Power,5.90059
United States,2022-06-07,International Aviation,0.188949
United States,2022-06-07,Industry,2.75537
United States,2022-06-07,Ground Transport,4.18912
United States,2022-06-07,Domestic Aviation,0.422432
United Kingdom,2022-06-07,Residential,0.125337
United Kingdom,2022-06-07,International Aviation,0.0401221
United Kingdom,2022-06-07,Industry,0.114442
United Kingdom,2022-06-07,Ground Transport,0.335545
United Kingdom,2022-06-07,Power,0.157378
Russia,2022-06-07,Residential,0.111916
Japan,2022-06-07,Industry,0.736144
United Kingdom,2022-06-07,Domestic Aviation,0.00679051
Japan,2022-06-07,Power,1.62037
Japan,2022-06-07,Residential,0.113475
Russia,2022-06-07,Domestic Aviation,0.0616133
Japan,2022-06-07,International Aviation,0.0138282
Russia,2022-06-07,Industry,0.820228
Russia,2022-06-07,International Aviation,0.0048514
Russia,2022-06-07,Power,1.86586
Russia,2022-06-07,Ground Transport,0.672763
Germany,2022-06-08,Industry,0.274918
India,2022-06-08,Power,3.5285
India,2022-06-08,International Aviation,0.0126616
India,2022-06-08,Industry,2.01292
India,2022-06-08,Ground Transport,0.8394
India,2022-06-08,Domestic Aviation,0.017486
Germany,2022-06-08,Residential,0.127583
Germany,2022-06-08,Power,0.622408
Germany,2022-06-08,International Aviation,0.0328366
Germany,2022-06-08,Ground Transport,0.395217
China,2022-06-08,Ground Transport,2.49079
France,2022-06-08,Residential,0.0878435
France,2022-06-08,Power,0.0445623
France,2022-06-08,International Aviation,0.0239973
France,2022-06-08,Industry,0.0797667
France,2022-06-08,Ground Transport,0.28546
France,2022-06-08,Domestic Aviation,0.00800319
China,2022-06-08,Residential,1.32242
China,2022-06-08,Power,18.0645
China,2022-06-08,Domestic Aviation,0.153132
India,2022-06-08,Residential,0.259776
Germany,2022-06-08,Domestic Aviation,0.00380267
Japan,2022-06-08,Domestic Aviation,0.0269337
China,2022-06-08,Industry,11.8017
Japan,2022-06-08,Industry,0.571741
China,2022-06-08,International Aviation,0.0213279
United States,2022-06-08,Residential,0.888671
United States,2022-06-08,Power,6.21765
United States,2022-06-08,International Aviation,0.203563
United States,2022-06-08,Industry,3.02121
United States,2022-06-08,Ground Transport,4.36563
United States,2022-06-08,Domestic Aviation,0.398914
United Kingdom,2022-06-08,Residential,0.148937
United Kingdom,2022-06-08,Power,0.143664
United Kingdom,2022-06-08,International Aviation,0.0402146
Japan,2022-06-08,Ground Transport,0.486541
United Kingdom,2022-06-08,Industry,0.101964
United Kingdom,2022-06-08,Domestic Aviation,0.00427905
Russia,2022-06-08,Residential,0.106754
Russia,2022-06-08,Power,2.01566
Russia,2022-06-08,International Aviation,0.00527014
Russia,2022-06-08,Industry,0.836996
Russia,2022-06-08,Ground Transport,0.503535
Russia,2022-06-08,Domestic Aviation,0.064917
Japan,2022-06-08,Residential,0.11333
Japan,2022-06-08,Power,1.34148
Japan,2022-06-08,International Aviation,0.0141676
United Kingdom,2022-06-08,Ground Transport,0.318351
United States,2022-06-09,International Aviation,0.187183
United States,2022-06-09,Residential,0.925769
United States,2022-06-09,Power,5.23721
Japan,2022-06-09,Domestic Aviation,0.0241337
Japan,2022-06-09,Ground Transport,0.49646
Japan,2022-06-09,Industry,0.88049
Japan,2022-06-09,International Aviation,0.0125922
Japan,2022-06-09,Power,1.6488
Japan,2022-06-09,Residential,0.117038
Russia,2022-06-09,Domestic Aviation,0.0642931
Russia,2022-06-09,Ground Transport,0.677182
Russia,2022-06-09,Industry,0.85012
Russia,2022-06-09,International Aviation,0.00547588
Russia,2022-06-09,Power,1.99545
Russia,2022-06-09,Residential,0.324208
United Kingdom,2022-06-09,Domestic Aviation,0.00657625
United Kingdom,2022-06-09,Ground Transport,0.340723
United Kingdom,2022-06-09,Industry,0.187746
United Kingdom,2022-06-09,International Aviation,0.0386858
United Kingdom,2022-06-09,Power,0.241353
United Kingdom,2022-06-09,Residential,0.12964
United States,2022-06-09,Domestic Aviation,0.392992
India,2022-06-09,Residential,0.275473
India,2022-06-09,Power,4.08223
India,2022-06-09,International Aviation,0.0116557
India,2022-06-09,Industry,2.38836
China,2022-06-09,Domestic Aviation,0.0686113
China,2022-06-09,Ground Transport,2.4637
China,2022-06-09,Industry,12.4914
China,2022-06-09,International Aviation,0.023093
China,2022-06-09,Power,14.4807
China,2022-06-09,Residential,1.4401
France,2022-06-09,Domestic Aviation,0.00558732
France,2022-06-09,Ground Transport,0.354711
France,2022-06-09,Industry,0.209421
United States,2022-06-09,Ground Transport,3.79481
France,2022-06-09,International Aviation,0.0222489
France,2022-06-09,Residential,0.0882719
Germany,2022-06-09,Domestic Aviation,0.00541917
Germany,2022-06-09,Ground Transport,0.441964
Germany,2022-06-09,Industry,0.375719
Germany,2022-06-09,International Aviation,0.0310396
Germany,2022-06-09,Power,0.740732
Germany,2022-06-09,Residential,0.0772763
India,2022-06-09,Domestic Aviation,0.0170405
India,2022-06-09,Ground Transport,0.829018
France,2022-06-09,Power,0.0910486
United States,2022-06-09,Industry,3.13424
China,2022-06-10,Industry,12.1016
China,2022-06-10,Domestic Aviation,0.101282
India,2022-06-10,Power,3.466
India,2022-06-10,International Aviation,0.0120733
India,2022-06-10,Industry,2.04461
India,2022-06-10,Ground Transport,0.818624
India,2022-06-10,Domestic Aviation,0.0186583
Germany,2022-06-10,Residential,0.261398
Germany,2022-06-10,Power,0.579131
Germany,2022-06-10,International Aviation,0.0305523
Germany,2022-06-10,Industry,0.305104
India,2022-06-10,Residential,0.292859
Germany,2022-06-10,Ground Transport,0.44554
France,2022-06-10,Residential,0.167986
France,2022-06-10,Power,0.0786809
France,2022-06-10,International Aviation,0.0197
France,2022-06-10,Industry,0.147792
France,2022-06-10,Ground Transport,0.354955
France,2022-06-10,Domestic Aviation,0.00550919
China,2022-06-10,Residential,2.23626
China,2022-06-10,Power,12.893
China,2022-06-10,International Aviation,0.018088
Germany,2022-06-10,Domestic Aviation,0.005193
China,2022-06-10,Ground Transport,2.43042
Japan,2022-06-10,Domestic Aviation,0.0249234
Japan,2022-06-10,Industry,0.762703
United States,2022-06-10,Power,4.39101
United States,2022-06-10,International Aviation,0.183412
United States,2022-06-10,Industry,3.1734
United States,2022-06-10,Ground Transport,4.70262
United States,2022-06-10,Domestic Aviation,0.430468
United Kingdom,2022-06-10,Residential,0.197232
United Kingdom,2022-06-10,Power,0.118554
United Kingdom,2022-06-10,International Aviation,0.0372637
United Kingdom,2022-06-10,Industry,0.111323
Japan,2022-06-10,Ground Transport,0.507488
United Kingdom,2022-06-10,Ground Transport,0.346406
Russia,2022-06-10,Residential,0.375952
Russia,2022-06-10,Power,2.21118
Russia,2022-06-10,International Aviation,0.00578081
Russia,2022-06-10,Industry,0.866417
Russia,2022-06-10,Ground Transport,0.675422
Russia,2022-06-10,Domestic Aviation,0.0483978
Japan,2022-06-10,Residential,0.249074
Japan,2022-06-10,Power,1.37506
Japan,2022-06-10,International Aviation,0.0146937
United Kingdom,2022-06-10,Domestic Aviation,0.00788667
United States,2022-06-10,Residential,1.02545
United States,2022-06-11,Residential,1.24448
United States,2022-06-11,Power,3.07274
Japan,2022-06-11,Industry,0.59754
Japan,2022-06-11,International Aviation,0.0161516
Japan,2022-06-11,Power,1.07806
Japan,2022-06-11,Residential,0.338264
Russia,2022-06-11,Domestic Aviation,0.0443905
Russia,2022-06-11,Ground Transport,0.508121
Russia,2022-06-11,Industry,0.877711
Russia,2022-06-11,International Aviation,0.00551993
Russia,2022-06-11,Power,2.40283
Japan,2022-06-11,Ground Transport,0.463164
Russia,2022-06-11,Residential,0.640867
United Kingdom,2022-06-11,Ground Transport,0.327717
United Kingdom,2022-06-11,Industry,0.0805878
United Kingdom,2022-06-11,International Aviation,0.0337351
United Kingdom,2022-06-11,Power,0.090433
United Kingdom,2022-06-11,Residential,0.253821
United States,2022-06-11,Domestic Aviation,0.35947
United States,2022-06-11,Ground Transport,3.64981
United States,2022-06-11,Industry,2.21088
United States,2022-06-11,International Aviation,0.179879
United Kingdom,2022-06-11,Domestic Aviation,0.00485247
India,2022-06-11,Residential,0.361713
Japan,2022-06-11,Domestic Aviation,0.0250759
India,2022-06-11,International Aviation,0.0137681
India,2022-06-11,Power,3.48521
China,2022-06-11,Domestic Aviation,0.0698027
China,2022-06-11,Ground Transport,2.46118
China,2022-06-11,Industry,10.8625
China,2022-06-11,International Aviation,0.0238213
China,2022-06-11,Power,13.6517
France,2022-06-11,Domestic Aviation,0.00682515
France,2022-06-11,Ground Transport,0.290102
France,2022-06-11,Industry,0.126892
France,2022-06-11,International Aviation,0.0207671
China,2022-06-11,Residential,2.1735
France,2022-06-11,Residential,0.257417
Germany,2022-06-11,Domestic Aviation,0.00434306
Germany,2022-06-11,Ground Transport,0.344602
Germany,2022-06-11,Industry,0.177927
India,2022-06-11,Industry,2.04888
Germany,2022-06-11,International Aviation,0.0291894
Germany,2022-06-11,Power,0.360749
Germany,2022-06-11,Residential,0.487776
India,2022-06-11,Domestic Aviation,0.0186264
India,2022-06-11,Ground Transport,0.703982
France,2022-06-11,Power,0.0805091
Russia,2022-06-12,Power,2.99202
Russia,2022-06-12,International Aviation,0.00509791
Russia,2022-06-12,Industry,1.07734
Japan,2022-06-12,International Aviation,0.0153214
Russia,2022-06-12,Domestic Aviation,0.0356505
Japan,2022-06-12,Residential,0.536698
Japan,2022-06-12,Power,1.7059
Russia,2022-06-12,Residential,0.978987
Russia,2022-06-12,Ground Transport,0.687734
United Kingdom,2022-06-12,Domestic Aviation,0.00703853
United States,2022-06-12,Residential,1.85031
United Kingdom,2022-06-12,Industry,0.221349
United Kingdom,2022-06-12,International Aviation,0.0322374
United Kingdom,2022-06-12,Power,0.30143
United Kingdom,2022-06-12,Residential,0.359593
United States,2022-06-12,Domestic Aviation,0.428639
United States,2022-06-12,Ground Transport,4.50736
United States,2022-06-12,Industry,2.52214
United States,2022-06-12,International Aviation,0.178375
United States,2022-06-12,Power,4.41819
Japan,2022-06-12,Industry,0.741969
United Kingdom,2022-06-12,Ground Transport,0.343651
Japan,2022-06-12,Ground Transport,0.51373
Germany,2022-06-12,Industry,0.415867
India,2022-06-12,Residential,0.73524
China,2022-06-12,Ground Transport,2.4673
China,2022-06-12,Domestic Aviation,0.0586772
China,2022-06-12,International Aviation,0.0236025
China,2022-06-12,Power,16.2629
China,2022-06-12,Residential,3.56176
France,2022-06-12,Domestic Aviation,0.00516687
France,2022-06-12,Ground Transport,0.355777
France,2022-06-12,Industry,0.202968
France,2022-06-12,International Aviation,0.017462
France,2022-06-12,Power,0.148425
France,2022-06-12,Residential,0.391764
Germany,2022-06-12,Domestic Aviation,0.00500767
Germany,2022-06-12,Ground Transport,0.450715
Germany,2022-06-12,International Aviation,0.0248286
Germany,2022-06-12,Power,1.06392
Germany,2022-06-12,Residential,0.67885
India,2022-06-12,Domestic Aviation,0.0192398
India,2022-06-12,Ground Transport,0.814817
India,2022-06-12,Industry,2.16018
India,2022-06-12,International Aviation,0.0130665
India,2022-06-12,Power,3.89167
Japan,2022-06-12,Domestic Aviation,0.024168
China,2022-06-12,Industry,10.8803
China,2022-07-01,Domestic Aviation,0.139821
United States,2022-07-01,Residential,3.72111
Japan,2022-07-01,Industry,0.693135
Japan,2022-07-01,International Aviation,0.013672
Japan,2022-07-01,Power,1.95171
Japan,2022-07-01,Residential,0.664824
Russia,2022-07-01,Domestic Aviation,0.0506019
Russia,2022-07-01,Ground Transport,0.543699
Russia,2022-07-01,Industry,0.690135
Russia,2022-07-01,International Aviation,0.009972
Russia,2022-07-01,Power,2.62385
Japan,2022-07-01,Ground Transport,0.510834
Russia,2022-07-01,Residential,0.794995
United Kingdom,2022-07-01,Ground Transport,0.333956
United Kingdom,2022-07-01,Industry,0.110359
United Kingdom,2022-07-01,International Aviation,0.0256301
United Kingdom,2022-07-01,Power,0.162252
United Kingdom,2022-07-01,Residential,0.373464
United States,2022-07-01,Domestic Aviation,0.434511
United States,2022-07-01,Ground Transport,4.21019
United States,2022-07-01,Industry,3.06235
United States,2022-07-01,International Aviation,0.175219
United Kingdom,2022-07-01,Domestic Aviation,0.00618419
Japan,2022-07-01,Domestic Aviation,0.0235575
United States,2022-07-01,Power,4.90861
India,2022-07-01,Power,3.68901
China,2022-07-01,Ground Transport,2.57342
China,2022-07-01,Industry,11.6509
China,2022-07-01,International Aviation,0.0267311
China,2022-07-01,Power,18.5241
China,2022-07-01,Residential,3.58884
France,2022-07-01,Domestic Aviation,0.00731625
India,2022-07-01,Residential,0.837591
France,2022-07-01,Industry,0.128929
France,2022-07-01,International Aviation,0.0156878
France,2022-07-01,Power,0.108861
France,2022-07-01,Ground Transport,0.337309
Germany,2022-07-01,Domestic Aviation,0.00337494
France,2022-07-01,Residential,0.373689
India,2022-07-01,Industry,2.17178
India,2022-07-01,Ground Transport,0.809602
India,2022-07-01,Domestic Aviation,0.0175399
India,2022-07-01,International Aviation,0.00937422
Germany,2022-07-01,Power,0.829158
Germany,2022-07-01,International Aviation,0.0243747
Germany,2022-07-01,Industry,0.302125
Germany,2022-07-01,Ground Transport,0.40491
Germany,2022-07-01,Residential,0.740298
Japan,2022-07-02,Industry,0.774027
Japan,2022-07-02,International Aviation,0.00911208
Japan,2022-07-02,Power,1.89574
Japan,2022-07-02,Residential,0.669128
Russia,2022-07-02,Domestic Aviation,0.03964
Russia,2022-07-02,Ground Transport,0.636753
Russia,2022-07-02,Industry,0.862154
Russia,2022-07-02,International Aviation,0.00617243
Russia,2022-07-02,Power,2.84663
United States,2022-07-02,International Aviation,0.161902
United Kingdom,2022-07-02,Domestic Aviation,0.00562769
United Kingdom,2022-07-02,Ground Transport,0.337428
United Kingdom,2022-07-02,Industry,0.225232
United Kingdom,2022-07-02,International Aviation,0.0220241
United Kingdom,2022-07-02,Power,0.179313
United Kingdom,2022-07-02,Residential,0.327537
United States,2022-07-02,Domestic Aviation,0.423004
United States,2022-07-02,Ground Transport,5.07414
United States,2022-07-02,Industry,2.95007
Japan,2022-07-02,Ground Transport,0.49648
Russia,2022-07-02,Residential,0.823644
Japan,2022-07-02,Domestic Aviation,0.0155836
Germany,2022-07-02,Domestic Aviation,0.00391662
India,2022-07-02,International Aviation,0.00817018
United States,2022-07-02,Power,4.85797
China,2022-07-02,Ground Transport,1.69455
China,2022-07-02,Industry,7.33762
China,2022-07-02,International Aviation,0.0161475
China,2022-07-02,Power,12.0123
China,2022-07-02,Residential,4.09656
France,2022-07-02,Domestic Aviation,0.00550422
France,2022-07-02,Ground Transport,0.339761
France,2022-07-02,Industry,0.203699
India,2022-07-02,Power,3.93471
France,2022-07-02,International Aviation,0.01235
France,2022-07-02,Residential,0.321745
Germany,2022-07-02,Ground Transport,0.428165
Germany,2022-07-02,Industry,0.295246
Germany,2022-07-02,International Aviation,0.0200851
Germany,2022-07-02,Power,0.542451
Germany,2022-07-02,Residential,0.652876
India,2022-07-02,Domestic Aviation,0.01236
India,2022-07-02,Ground Transport,0.821505
India,2022-07-02,Industry,2.23912
France,2022-07-02,Power,0.130057
United States,2022-07-02,Residential,3.2174
India,2022-07-02,Residential,1.21362
China,2022-07-02,Domestic Aviation,0.168379
United States,2022-07-03,Residential,1.94742
India,2022-07-03,Power,3.93928
India,2022-07-03,International Aviation,0.00883748
India,2022-07-03,Industry,2.14988
India,2022-07-03,Ground Transport,0.828546
India,2022-07-03,Domestic Aviation,0.017577
Germany,2022-07-03,Residential,0.745293
Germany,2022-07-03,Power,0.928582
Germany,2022-07-03,International Aviation,0.0226728
Germany,2022-07-03,Industry,0.39054
Germany,2022-07-03,Ground Transport,0.427818
Germany,2022-07-03,Domestic Aviation,0.00480814
France,2022-07-03,Residential,0.398158
France,2022-07-03,Power,0.131108
France,2022-07-03,International Aviation,0.0149804
France,2022-07-03,Industry,0.204087
France,2022-07-03,Ground Transport,0.348488
France,2022-07-03,Domestic Aviation,0.00587289
China,2022-07-03,Residential,2.53275
China,2022-07-03,Power,13.5269
China,2022-07-03,International Aviation,0.0223016
India,2022-07-03,Residential,0.369261
Japan,2022-07-03,Domestic Aviation,0.0179555
China,2022-07-03,Industry,11.677
Japan,2022-07-03,Ground Transport,0.500447
United States,2022-07-03,Power,3.69081
United States,2022-07-03,International Aviation,0.170276
United States,2022-07-03,Industry,2.69236
United States,2022-07-03,Ground Transport,4.45302
United States,2022-07-03,Domestic Aviation,0.416586
United Kingdom,2022-07-03,Residential,0.36492
United Kingdom,2022-07-03,Power,0.214285
United Kingdom,2022-07-03,International Aviation,0.0245292
United Kingdom,2022-07-03,Industry,0.196844
China,2022-07-03,Domestic Aviation,0.101365
United Kingdom,2022-07-03,Ground Transport,0.332498
Russia,2022-07-03,Residential,0.80704
Russia,2022-07-03,Power,2.54337
Russia,2022-07-03,International Aviation,0.00548792
Russia,2022-07-03,Industry,0.823609
Russia,2022-07-03,Ground Transport,0.584131
Russia,2022-07-03,Domestic Aviation,0.0350437
Japan,2022-07-03,Residential,0.566365
Japan,2022-07-03,Power,1.65995
Japan,2022-07-03,International Aviation,0.00897879
United Kingdom,2022-07-03,Domestic Aviation,0.00621244
Japan,2022-07-03,Industry,0.903125
China,2022-07-03,Ground Transport,2.53281
Russia,2022-07-04,Residential,0.510864
Japan,2022-07-04,Ground Transport,0.486566
Japan,2022-07-04,Industry,0.721855
Japan,2022-07-04,International Aviation,0.0125864
Japan,2022-07-04,Residential,0.303221
Russia,2022-07-04,Domestic Aviation,0.0334144
Russia,2022-07-04,Ground Transport,0.679186
Russia,2022-07-04,Industry,0.87268
Russia,2022-07-04,International Aviation,0.00229977
Russia,2022-07-04,Power,2.35423
United Kingdom,2022-07-04,Domestic Aviation,0.00683927
United Kingdom,2022-07-04,Ground Transport,0.33406
United Kingdom,2022-07-04,Industry,0.0982255
United Kingdom,2022-07-04,International Aviation,0.0318983
United Kingdom,2022-07-04,Power,0.1221
United Kingdom,2022-07-04,Residential,0.305689
United States,2022-07-04,Domestic Aviation,0.421801
United States,2022-07-04,Ground Transport,4.66465
United States,2022-07-04,Industry,2.85993
United States,2022-07-04,International Aviation,0.174818
